,age,capital-gain,capital-loss,education-num,education_10th,education_11th,education_12th,education_1st-4th,education_5th-6th,education_7th-8th,education_9th,education_Assoc-acdm,education_Assoc-voc,education_Bachelors,education_Doctorate,education_HS-grad,education_Masters,education_Preschool,education_Prof-school,education_Some-college,hw,label,marital-status,native-country,occupation,race,relationship,sex,workclass
8106,23,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,28,0,Never-married,United-States,Other-service,White,Not-in-family,0,Private
8112,48,0,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,30,0,Married-civ-spouse,China,Other-service,Asian-Pac-Islander,Husband,1,Private
8126,27,0,0,16,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,52,0,Never-married,United-States,Prof-specialty,White,Not-in-family,1,Private
8127,27,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,65,0,Never-married,United-States,Adm-clerical,White,Not-in-family,0,Private
8138,52,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Sales,White,Not-in-family,1,Self-emp-not-inc
8148,24,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Never-married,United-States,Adm-clerical,White,Not-in-family,0,Private
8149,22,0,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,84,0,Never-married,United-States,Transport-moving,Amer-Indian-Eskimo,Not-in-family,1,Private
8157,59,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
8163,31,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Machine-op-inspct,White,Not-in-family,1,Private
8165,42,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,35,0,Separated,Scotland,Adm-clerical,White,Unmarried,0,Private
8180,58,0,0,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,24,0,Married-civ-spouse,United-States,Other-service,White,Wife,0,Private
8186,21,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Separated,United-States,Machine-op-inspct,White,Other-relative,1,Private
8193,34,3103,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,60,1,Married-civ-spouse,United-States,0,White,Husband,1,0
8194,22,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Tech-support,White,Own-child,1,Private
8200,24,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Handlers-cleaners,White,Unmarried,1,Private
8205,38,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
8208,42,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
8223,48,4386,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,50,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
8233,37,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Other-service,White,Own-child,0,State-gov
8242,29,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Never-married,United-States,Adm-clerical,White,Own-child,0,Private
8246,30,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,0,Never-married,United-States,Adm-clerical,Black,Not-in-family,0,Federal-gov
8265,24,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Never-married,United-States,Adm-clerical,White,Own-child,0,Private
8274,56,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,Jamaica,Other-service,Black,Unmarried,0,Private
8281,48,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,50,0,Never-married,United-States,Exec-managerial,White,Not-in-family,0,State-gov
8283,38,0,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,45,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
8288,36,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,65,0,Never-married,United-States,Transport-moving,Amer-Indian-Eskimo,Unmarried,1,Private
8291,17,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,0,Never-married,United-States,Handlers-cleaners,White,Own-child,1,Private
8295,35,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45,0,Never-married,United-States,Transport-moving,White,Own-child,1,Private
8318,53,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Adm-clerical,White,Husband,1,Federal-gov
8325,50,0,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,52,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,State-gov
8333,30,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,55,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
8343,21,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Handlers-cleaners,White,Own-child,0,Private
8345,31,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Transport-moving,White,Not-in-family,1,Private
8349,46,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Other-service,Black,Not-in-family,0,State-gov
8358,42,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,30,0,Divorced,United-States,Other-service,White,Unmarried,0,Private
8364,43,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,0,White,Unmarried,0,0
8390,45,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,0,Divorced,United-States,Prof-specialty,Black,Not-in-family,1,Local-gov
8393,50,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,99,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Self-emp-inc
8427,19,0,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,16,0,Never-married,United-States,Other-service,Asian-Pac-Islander,Own-child,1,Private
8440,20,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Transport-moving,White,Own-child,1,Private
8455,36,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Other-service,White,Not-in-family,1,Private
8463,58,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Self-emp-not-inc
8477,24,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,0,Priv-house-serv,White,Wife,0,Private
8480,40,0,0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,40,1,Divorced,United-States,Exec-managerial,White,Not-in-family,1,Private
8502,18,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,22,0,Never-married,United-States,Handlers-cleaners,White,Own-child,1,Private
8508,54,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,0,Married-spouse-absent,China,Prof-specialty,Asian-Pac-Islander,Not-in-family,0,State-gov
8512,23,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Adm-clerical,White,Unmarried,0,Private
8514,21,0,0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9,0,Never-married,United-States,Other-service,White,Own-child,0,Private
8528,64,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Adm-clerical,White,Not-in-family,0,Private
8541,42,0,1902,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,1,Married-civ-spouse,United-States,Protective-serv,White,Husband,1,Local-gov
8542,35,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Machine-op-inspct,White,Own-child,1,State-gov
8551,35,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,80,0,Divorced,Puerto-Rico,Farming-fishing,White,Not-in-family,1,Self-emp-not-inc
8556,39,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Transport-moving,White,Own-child,1,Private
8563,28,0,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,60,0,Separated,Mexico,Other-service,White,Own-child,1,Private
8566,35,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Local-gov
8591,20,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,30,0,Never-married,United-States,Other-service,White,Own-child,1,Private
8609,59,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,0,Divorced,United-States,Prof-specialty,White,Not-in-family,0,Local-gov
8621,39,2829,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,65,0,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
8647,25,0,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40,0,Never-married,United-States,Tech-support,Black,Unmarried,0,Private
8663,35,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,15,0,Divorced,United-States,Adm-clerical,White,Unmarried,0,State-gov
8689,34,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
8723,18,0,0,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,27,0,Never-married,United-States,Other-service,White,Own-child,1,Private
8736,46,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Private
8758,29,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,1,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Private
8762,34,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-spouse-absent,United-States,Machine-op-inspct,White,Unmarried,0,Private
8780,39,0,0,16,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,80,0,Divorced,United-States,Prof-specialty,White,Unmarried,0,Private
8791,44,0,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,1,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Private
8795,61,0,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,40,1,Married-civ-spouse,United-States,0,White,Husband,1,0
8804,30,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Other-service,White,Not-in-family,1,Private
8807,49,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,50,0,Never-married,United-States,Prof-specialty,White,Not-in-family,0,Local-gov
8819,24,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,30,0,Married-civ-spouse,United-States,Other-service,White,Wife,0,Private
8821,41,0,2179,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Self-emp-not-inc
8846,23,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6,0,Never-married,United-States,Priv-house-serv,White,Not-in-family,0,Private
8859,34,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,1,Private
8873,36,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Separated,Philippines,Adm-clerical,Asian-Pac-Islander,Own-child,0,Private
8884,21,0,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,40,0,Never-married,Mexico,Priv-house-serv,White,Not-in-family,0,Private
8905,26,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,0,Divorced,United-States,Adm-clerical,White,Not-in-family,0,Private
8906,46,0,1672,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,0,Married-civ-spouse,United-States,Farming-fishing,White,Husband,1,Self-emp-not-inc
8912,57,0,1902,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
8916,24,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,30,0,Never-married,United-States,Other-service,White,Not-in-family,0,Private
8919,44,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,35,1,Married-civ-spouse,United-States,Exec-managerial,Black,Husband,1,Private
8922,36,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,50,0,Never-married,United-States,Adm-clerical,White,Not-in-family,0,Private
8936,30,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,1,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Private
8963,90,0,4356,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Widowed,United-States,0,White,Not-in-family,0,0
8970,25,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45,0,Never-married,United-States,Sales,White,Not-in-family,1,Private
8972,55,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,1,Divorced,United-States,Adm-clerical,White,Not-in-family,0,Local-gov
8973,90,9386,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,15,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
8987,43,3908,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,1,Private
8988,32,0,1977,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,60,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Private
9006,25,0,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Never-married,Dominican-Republic,Machine-op-inspct,White,Not-in-family,1,Private
9030,77,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,15,0,Married-civ-spouse,United-States,0,White,Husband,1,0
9041,50,15024,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,1,Married-civ-spouse,United-States,Tech-support,White,Husband,1,Private
9067,48,0,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,45,0,Married-civ-spouse,China,Machine-op-inspct,Asian-Pac-Islander,Other-relative,0,Private
9071,52,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,1,Private
9084,56,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,45,1,Divorced,United-States,Exec-managerial,White,Not-in-family,1,Private
9091,59,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
9098,25,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Never-married,United-States,Sales,White,Not-in-family,1,Private
9105,41,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
9107,37,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
9117,25,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,50,0,Never-married,United-States,Craft-repair,White,Own-child,0,Private
9129,29,0,1485,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
9131,51,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,60,1,Divorced,United-States,Prof-specialty,White,Unmarried,1,Self-emp-not-inc
9140,77,9386,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6,1,Married-civ-spouse,United-States,0,White,Husband,1,0
9151,20,0,1721,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,30,0,Never-married,United-States,Adm-clerical,Black,Not-in-family,0,Private
9154,53,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Transport-moving,White,Not-in-family,1,Private
9156,58,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,36,0,Married-civ-spouse,United-States,Sales,White,Wife,0,Private
9169,37,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
9172,26,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Adm-clerical,White,Not-in-family,1,Private
9192,36,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
9207,21,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Handlers-cleaners,White,Not-in-family,0,Private
9238,36,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Adm-clerical,White,Unmarried,0,Local-gov
9247,35,7298,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,State-gov
9276,50,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,50,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Local-gov
9282,52,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
9285,54,0,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,51,0,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
9286,27,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Adm-clerical,Black,Not-in-family,0,Private
9312,50,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,1,Divorced,United-States,Craft-repair,White,Not-in-family,1,Private
9314,36,0,0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,40,0,Never-married,Jamaica,Adm-clerical,Black,Unmarried,0,Private
9319,40,2829,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Adm-clerical,White,Husband,1,Private
9321,35,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,50,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Self-emp-inc
9324,63,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,30,1,Married-civ-spouse,United-States,0,White,Husband,1,0
9325,46,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,25,0,Married-spouse-absent,United-States,Prof-specialty,White,Not-in-family,1,Self-emp-not-inc
9331,34,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
9337,27,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Protective-serv,White,Not-in-family,1,State-gov
9346,27,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,50,0,Married-civ-spouse,United-States,Farming-fishing,Other,Husband,1,Private
9359,43,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,0,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,1,Private
9363,38,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Other-service,White,Husband,1,Private
9367,17,0,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Never-married,United-States,0,White,Own-child,1,0
9381,20,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Other-service,White,Own-child,1,Private
9385,18,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,25,0,Never-married,United-States,Other-service,White,Own-child,1,Private
9389,31,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Craft-repair,White,Unmarried,1,Local-gov
9401,36,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,0,Never-married,United-States,Prof-specialty,White,Own-child,0,State-gov
9416,42,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,52,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Federal-gov
9428,32,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Craft-repair,White,Unmarried,1,Private
9431,20,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,60,0,Never-married,United-States,Other-service,White,Own-child,1,Private
9445,36,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,38,0,Divorced,United-States,Adm-clerical,White,Unmarried,0,Private
9448,40,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Protective-serv,White,Unmarried,0,Private
9451,33,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,45,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
9453,32,7688,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
9457,22,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,Philippines,Other-service,Asian-Pac-Islander,Not-in-family,0,Private
9458,59,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Handlers-cleaners,Black,Not-in-family,1,Private
9473,37,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Never-married,United-States,Sales,White,Not-in-family,0,Private
9479,44,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Craft-repair,Black,Unmarried,1,Local-gov
9493,52,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,1,Married-civ-spouse,United-States,Adm-clerical,White,Husband,1,Private
9495,49,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,43,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Private
9500,27,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,1,Married-civ-spouse,United-States,0,White,Wife,0,0
9503,46,0,1902,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,42,1,Married-civ-spouse,0,Sales,White,Husband,1,Self-emp-inc
9508,29,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,60,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
9516,40,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,72,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
9532,43,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,Adm-clerical,White,Wife,0,Private
9542,47,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Divorced,United-States,Other-service,White,Unmarried,0,Private
9545,50,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,35,0,Separated,United-States,Other-service,White,Unmarried,0,Private
9548,47,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Other-service,Black,Unmarried,0,Federal-gov
9564,26,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
9569,34,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,1,Private
9575,24,0,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Wife,0,Private
9576,34,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,35,0,Divorced,United-States,Adm-clerical,White,Unmarried,0,Private
9579,43,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,0,Divorced,United-States,Other-service,White,Unmarried,0,Private
9595,58,0,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,40,0,Divorced,Haiti,Other-service,Black,Other-relative,0,Local-gov
9605,22,13550,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,55,1,Never-married,United-States,Craft-repair,White,Not-in-family,1,Private
9648,43,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,1,Married-civ-spouse,Haiti,Handlers-cleaners,Black,Husband,1,Private
9660,37,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,1,Married-civ-spouse,Canada,Adm-clerical,White,Husband,1,Local-gov
9675,37,0,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,43,0,Never-married,United-States,Adm-clerical,White,Not-in-family,0,Local-gov
9679,37,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
9683,58,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,35,1,Married-civ-spouse,United-States,Adm-clerical,White,Husband,1,State-gov
9688,22,0,0,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,50,1,Never-married,United-States,Exec-managerial,White,Not-in-family,1,State-gov
9702,26,0,0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8,0,Never-married,United-States,Adm-clerical,Black,Own-child,0,State-gov
9706,25,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Never-married,United-States,Prof-specialty,White,Not-in-family,0,Local-gov
9707,43,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Separated,United-States,Other-service,White,Not-in-family,1,Local-gov
9719,36,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,0,Married-civ-spouse,United-States,Transport-moving,White,Husband,1,Self-emp-not-inc
9722,52,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Exec-managerial,White,Not-in-family,1,Private
9723,52,0,0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,40,1,Married-civ-spouse,United-States,Tech-support,White,Husband,1,Private
9726,18,0,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,0,Never-married,United-States,Other-service,White,Own-child,1,Private
9733,69,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,24,0,Widowed,United-States,Adm-clerical,White,Not-in-family,0,Private
